property_title,property_location,property_area,property_bedrooms,property_bathrooms,property_description,property_agent,property_price
"
25 ac commercial land for sale in Karen
","

Karen, Langata

","
25 ac
",-,-,"
25 acres for sale in karen near Giraffe centre...
",Kenya Classic Homes,"
KSh 1,125,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Nairobi, Riverside Drive, Riverside, Westlands

",-,"
3
","








3

","
3 Bedroom Duplex Apartment For Sale In Riversid...
",Coral Property International Ltd,"
KSh 19,800,000
"
"
4 bedroom villa for sale in Nyari
","

Ibis Close, Nyari, Westlands

",-,"
4
","








4

","
4 Bedroom House For Sale On Ibis Close, Nyari
",Coral Property International Ltd,"
KSh 96,000,000
"
"
4 bedroom house for sale in Gigiri
","

Gigiri, Westlands

","
2226 m²
","
4
",-,"
4 Bed Standalone for sale
",HassConsult,"
KSh 118,000,000
"
"
4 bedroom house for sale in South B
","

plainsview, South B, Langata

",-,"
4
",-,"
Beautiful 4 bedroom house for sale
",Blue Falcon Estate Agent,"
KSh 16,000,000
"
"
4 bedroom townhouse for sale in Brookside
","

Brookside, Westlands

",-,"
4
","








4

","
Spacious 4 Bedroom Townhouse For Sale In Brooks...
",Coral Property International Ltd,"
KSh 30,000,000
"
"
3 bedroom house for sale in Kiambu Road
","

Eden Ville Estate, Kiambu Road, Kiambu Road

",-,"
3
","








2

","
3 Br Maisonette For Sale in Eden Ville Estate
",Apogee Realty Homes,"
KSh 20,295,000
"
"
5 bedroom house for sale in Karen
","

Karen, Langata

",-,"
5
",-,"
5 bedroom Gated community house for sale in kar...
",Live n Style Agencies,"
KSh 160,000,000
"
"
Land for sale in Westlands Area
","

Westlands Area, Westlands

",-,-,-,"
0.47 Acres in Westlands
",Henley Green Realty,"
KSh 200,000,000
"
"
2 bedroom apartment for sale in Lower Kabete
","

waiyaki way, MUHURI ROAD, Lower Kabete, Westlands

",-,"
2
","








3

","
MODERN APARTMENTS AVAILABLE ALONG WAIYAKI WAY
",Ivy Properties,"
KSh 4,250,000
"
"
5 bedroom townhouse for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
450 m²
","
5
","








6

","
5 BEDROOM TOWNHOUSE + 2 DSQs FOR SALE IN KILELE...
",Splendor Holdings,"
KSh 65,000,000
"
"
5 bedroom house for sale in Loresho
","

The Haven, Loresho, Westlands

","
725 m²
","
5
","








6

","
The Haven - Luxury 4-5 Bedroom Homes For Sale I...
",Coral Property International Ltd,"
KSh 102,500,000
"
"
3497 m² residential land for sale in Karen
","

Lower Plains Road, Karen, Langata

","
3497 m²
",-,-,"
0.864 Acres Prime Plot For Sale in Karen
",Simkar Group Limited,"
KSh 48,000,000
"
"
5 bedroom townhouse for sale in Lavington
","

Lavington , Lavington, Dagoretti North

","
3900 m²
","
5
","








6

","
SUPERBLY DESIGNED ULTRA MODERN TOWN HOUSES
",Olympia Gold Real Estate,"
KSh 135,000,000
"
"
5 bedroom townhouse for sale in Karen
","

Karen, Langata

","
372 m²
","
5
","








 6

","
5 bedrooms townhouse for sale in Karen
",Kenya Classic Homes,"
KSh 75,000,000
"
"
Warehouse for sale in Industrial Area
","

Industrial Area, Embakasi

",-,-,-,"
Warehouse For Sale On Factory Street, Industria...
",Coral Property International Ltd,"
KSh 28,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

KILIMANI, KILIMANI, Kilimani, Dagoretti North

","
126 m²
","
3
","








3

","
READY TO MOVE IN , 3 BEDROOM FOR SALE.
",Round The Clock Homes,"
KSh 10,000,000
"
"
3 bedroom house for sale in Donholm
","

 Donholm, Embakasi

",-,"
3
","








2

","
House for Sale in Donholm- Jacaranda
 ",Tysons Limited,"
KSh 14,500,000
"
"
0.25 ac land for sale in Karen
","

North 14th Drive Kerarapon, Karen, Langata

",-,-,-,"
Land For Sale in Kerarapon
",LIKO Limited,"
KSh 13,500,000
"
"
4 bedroom townhouse for sale in State House
","

Dennis Pritt/State House Road, State House, Dagoretti North

",-,"
4
","








5

","
TOWNHOUSE FOR SALE -STATE HOUSE ROAD/DENNIS PRI...
",Regent Management Ltd,"
KSh 75,000,000
"
"
5 bedroom townhouse for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
3716 m²
","
5
",-,"
Spacious new 5 bedrooms townhouse in Kileleshwa...
",Kenya Classic Homes,"
KSh 70,000,000
"
"
4 bedroom house for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,"
4
","








4

","
To Sale 4 Bedrooms with DSQ Townhouses in Kiamb...
",Jabemu Property Development,"
KSh 27,000,000
"
"
3 bedroom townhouse for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

","
505 m²
","
3
","








2

","
Beautiful 3 Bedroomed Townhouse For Sale In Ede...
",LIflac Properties,"
KSh 21,500,000
"
"
2 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
2
","








3

","
2 bedroom apartment for sale in lavington
",Sarabi Realty Group,"
KSh 6,500,000
"
"
4 bedroom house for sale in Embakasi Central
","

Embakasi Central, Embakasi Central

",-,"
4
","








3

","
Komarock Maisonette
",Tysons Limited,"
KSh 12,000,000
"
"
4 bedroom house for sale in Loresho
","

Loresho, Loresho, Westlands

","
725 m²
","
4
","








5

","
4 Bedroom Exclusive Villa For Sale in Loresho
",Royalgen Estates,"
KSh 105,000,000
"
"
4 bedroom townhouse for sale in Thika Road
","

Kenyatta road, Thika Road, Thika Road

","
250 m²
","
4
","








6

","
Spacious 4 bedroom maissonates plus DSQ for sal...
",Willstone Homes Limited,"
KSh 11,500,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kindaruma Rd, Kilimani, Dagoretti North

","
156 m²
","
3
","








3

","
3 BR (2 en suite + SQ) Apartment (Ready for Occ...
",Prima Properties Ke,"
KSh 15,950,000
"
"
4 bedroom townhouse for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
4
","








2

","
 4 Bedroom Town house For Sale in Kileleshwa
",Trisums Investments Company Ltd,"
KSh 35,000,000
"
"
Office for sale in Parklands
","

The Westery, Parklands, Westlands

",-,-,-,"
Office for Sale in The Westery, Parklands
",Crystal Valuers LTD,"
KSh 8,500
"
"
52830 ft² warehouse for sale in Industrial Area
","

Serem Road, Off Lunga Lunga Road, Industrial Area, Embakasi

","
52830 ft²
",-,-,"
52830 ft² warehouse for sale in Industrial Area
",Dunhill Consulting Limited,"
KSh 170,000,000
"
"
5 bedroom house for sale in Kitisuru
","

1, Off Kitusuru Road, Kitisuru, Westlands

","
2023 m²
","
5
","








6

","
Exclusive 5 Bedrooms detached villa for sale in...
",Blue Zone Properties,"
KSh 100,000,000
"
"
1200 ft² office for sale in Kilimani
","

Kamirembe Place, Kilimani, Dagoretti North

","
1200 ft²
",-,-,"
Office for Sale in Kamirembe Place, Kilimani
",Crystal Valuers LTD,"
KSh 15,000,000
"
"
5 bedroom house for sale in Mirema
","

Mirema Drive, Mirema, Muthaiga

",-,"
5
","








4

","
5 Bedroom Townhouse at Mirema Drive in a Gated...
",Afrique Properties Limited,"
KSh 25,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Mvuli Road, Westlands Area, Westlands

",-,"
3
","








3

","
RHAPTA ROAD 3 BED APARTMENT
",Splendour Real Estate,"
KSh 19,000,000
"
"
9 m² shop for sale in Ngong Road
","

Joseph Kang'ethe Road, Ngong Road, Ngong Road

","
9 m²
",-,-,"
Stanmer Mall at Toi Market
",Property Zone East Africa,"
KSh 2,150,000
"
"
3 bedroom house for sale in South B
","

South B, Langata

","
129 m²
","
3
","








2

","
South B Maisonette
",Tysons Limited,"
KSh 13,000,000
"
"
6 bedroom house for sale in Runda
","

Runda, Westlands

",-,"
 6
","








6

","
6 Bedroom Ultra Modern Ambassadorial Mansion at...
",Afrique Properties Limited,"
KSh 270,000,000
"
"
4 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








5

","
Executive 4 bedroom townhouse all ensuite
",Citywing Consult,"
KSh 40,000,000
"
"
5 bedroom townhouse for sale in Karen
","

7, Ololua, Karen, Langata

","
6488 ft²
","
5
","








6

","
Exclusive Five Bedroom Townhouses For Sale In K...
",Westside Real Estate,"
KSh 90,000,000
"
"
3 bedroom house for sale in Ngumo Estate
","

Ngumo Estate, Langata

",-,"
3
","








2

","
Homely 3 bedroom House for Sale - Ngumo
",Realty Plus,"
KSh 12,000,000
"
"
836 m² warehouse for sale in Industrial Area
","

Eastern Bypass, Industrial Area, Embakasi

","
836 m²
",-,-,"
Eastview Business Park- Business Made Simpler
",Fairdeal Properties Limited,"
KSh 30,600,000
"
"
5 bedroom house for sale in Muthaiga Area
","

Muthaiga Area, Muthaiga

",-,"
5
",-,"
Five bedrooms all ensuite smart stand-alone hou...
",Archstone Realtors,"
KSh 220,000,000
"
"
4 bedroom house for sale in Karen
","

Karen, Langata

","
2024 m²
","
4
","








5

","
Luxurious & Premium 4 & 5 bedroom residential d...
",A1 Properties Ltd,"
KSh 90,000,000
"
"
5 ac residential land for sale in Karen
","

Windy Ridge, Windy Ridge, Karen, Langata

","
5 ac
",-,-,"
5 acres land in Karen
",First Villas,"
KSh 350,000,000
"
"
297 m² residential land for sale in Utawala
","

Utawala, Embakasi

","
297 m²
",-,-,"
utawala Plots for Sale
",Landmark Realtors Ltd,"
KSh 2,000,000
"
"
2.84 ac land for sale in Karen
","

Karen, Langata

","
2 ac
",-,-,"
2.84 Acres for sale in Karen
",Newpoint Properties,"
KSh 260,000,000
"
"
5 bedroom house for sale in Kileleshwa
","

Othaya Road, Kileleshwa, Dagoretti North

",-,"
5
","








6

","
5 Bedroom Townhouse with a DSQ in Kileleshwa fo...
",FAPCL Group,"
KSh 47,000,000
"
"
3 bedroom apartment for sale in Lavington
","

924m, Lavington Estate, Hatheru Road, Lavington, Dagoretti North

","
1800 ft²
","
3
","








3

","
Extraordinary three bedroom apartment in Laving...
",Ace Realtors Limited,"
KSh 15,000,000
"
"
1 ac residential land for sale in Karen
","

Westwood, Karen, Langata

","
1 ac
",-,-,"
AN ACRE PLOT IN WESTWOOD KAREN
",Second Exodus Realtors,"
KSh 65,000,000
"
"
4 bedroom townhouse for sale in Runda
","

Runda, Westlands

",-,"
4
",-,"
4 & 3 BDR Townhouse for sale
",Palmier Properties Limited,"
 KSh 27,450,000
"
"
4 bedroom villa for sale in Runda
","

Runda, Westlands

",-,"
4
","








5

","
4 BED RUNDA MUMWE VILLA
",Splendour Real Estate,"
KSh 65,000,000
"
"
5 bedroom house for sale in Karen
","

Nairobi, Karen, Langata

",-,"
5
","








4

","
5 Bedroom House For Sale In A Gated Community O...
",Coral Property International Ltd,"
KSh 98,000,000
"
"
2 bedroom apartment for sale in Waiyaki Way
","

Waiyaki Way, Westlands

","
82 m²
","
2
","








2

","
2 Bedroom apartments for sale
",B. Nyariki Properties,"
KSh 4,250,000
"
"
29500 ft² warehouse for sale in Industrial Area
","

Industrial Area, Embakasi

","
29500 ft²
",-,-,"
Godown for sale on Road C
",Cura International,"
KSh 155,000,000
 "
"
4 bedroom townhouse for sale in Spring Valley
","

Serene Spring Valley, Spring Valley, Westlands

",-,"
4
","








5

","
4 bedroom townhouse for sale at Spring Valley
",Crystal Valuers LTD,"
KSh 95,000,000
"
"
5 bedroom house for sale in Runda
","

Runda, Westlands

",-,"
5
","








5

","
5 Bedroom All Ensuite Mansion at Runda Estate -...
",Afrique Properties Limited,"
KSh 60,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Othaya RD, Kileleshwa, Dagoretti North

",-,"
3
","








4

","
3 bedroom all ensuite plus SQ in Kileleshwa Oth...
",Knitter Properties Kenya,"
KSh 12,500,000
"
"
2 bedroom house for sale in Kilimani
","

 Kilimani, Dagoretti North

",-,"
2
","








3

","
2 Bed plus SQ (master en-suite, 129 Sq.m)
",Azizi Realtors,"
KSh 12,950,000
"
"
4 bedroom house for sale in Brookside
","

Brookside, Westlands

",-,"
4
","








4

","
House for sale in Brookside
",Cura International,"
KSh 50,000,000
"
"
1 bedroom apartment for sale in Lavington
","

Olendume Rd, Lavington, Dagoretti North

","
40 m²
","
1
","








1

","
Studio Apartments for sale in Lavington from 3...
",Prima Properties Ke,"
KSh 3,900,000
"
"
0.35 ac land for sale in Westlands Area
","

Westlands Area, Westlands

",-,-,-,"
Muthangari Plot
 ",Dunhill Consulting Limited,"
P.O.A
"
"
0.66 ac residential land for sale in Runda
","

Runda, Westlands

",-,-,-,"
Prime residential land
",Taji Suburbs Ltd,"
KSh 50,000,000
"
"
1 bedroom apartment for sale in Kilimani
","

Argwings Kodhek, Kilimani, Dagoretti North

","
88 m²
","
1
",-,"
Modern 1 Bedroom Apartment For sale in Kilimani
",VAAL Real Estate,"
KSh 11,000,000
"
"
5 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
","








5

","
📍LAVINGTON✨5BEDROOM VILLA FOR SALE..Price shs 8...
",Badilisha Properties,"
KSh 83,000,000
"
"
5 bedroom house for sale in Nyari
","

Nyari, Westlands

","
2024 m²
","
5
","








5

","
NYARI:5BEDROOM ALL ENSUITE DOUBLE STOREY ON 0.5...
",Jubilee Real Estate,"
KSh 100,000,000
"
"
3 bedroom townhouse for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,"
3
","








4

","
Amazing 3 bedroom townhouse for sale in Kiambu...
",Ge-Mac Property Solutions,"
KSh 23,000,000
"
"
4 bedroom apartment for sale in Parklands
","

Parklands, Westlands

",-,"
4
",-,"
4 bedroom apartment for sale in Parklands
",Dunhill Consulting Limited,"
KSh 19,000,000
"
"
5 bedroom townhouse for sale in Rhapta Road
","

East Church Road, Rhapta Road, Westlands

","
5000 ft²
","
5
","








4

","
5 Bedroom Townhouse For Sale in Westlands
",Royalgen Estates,"
KSh 50,000,000
"
"
4 bedroom townhouse for sale in Spring Valley
","

Lower Kabete Road, Lower Kabete Road, Spring Valley, Westlands

",-,"
4
","








5

","
STATE OF THE ART 4 BEDROOM TOWN HOUSES FOR SALE...
",THE GRAND RAVIX LIMITED,"
KSh 100,000,000
 "
"
5 bedroom house for sale in Runda
","

Runda, Westlands

",-,"
5
",-,"
PIECE OF HEAVEN
",Twinrocks Property Managers,"
KSh 160,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
150 m²
","
3
","








3

","
HOT DEAL!! 3BEDROOM APARTMENT + DSQ IN KILIMAN...
",Splendor Holdings,"
KSh 14,000,000
"
"
5 bedroom townhouse for sale in Lavington
","

amboseli, Gitanga Road, Lavington, Dagoretti North

","
5000 m²
","
5
","








5

","
5 bedrooms all ensuite townhouse with a spacio...
",Kenya Classic Homes,"
KSh 58,000,000
"
"
Commercial land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,-,-,"
A vacant commercial Half Acre plot for sale in...
",Ge-Mac Property Solutions,"
KSh 37,000,000
"
"
5 bedroom townhouse for sale in Lavington
","

Amboseli Rd, Lavington, Dagoretti North

",-,"
5
","








6

","
5 bedrooms townhouse for sale in Lavington Nair...
 ",Sky Limits Ventures,"
KSh 60,000,000
"
"
5 bedroom apartment for sale in Parklands
","

2nd Parklands, Parklands, Westlands

",-,"
5
","








6

","
Spacious 5 Bedroom Duplexes in Parklands
",Grandeur Realty,"
KSh 23,000,000
"
"
3.7 ac land for sale in Karen
","

Karen, Langata

","
3 ac
",-,-,"
3.7 acres of land in Karen for 325,000,000.00
",Jusa Homes Limited,"
KSh 325,000,000
"
"
Office for sale in Ngong Road
","

ngong road, Ngong Road, Ngong Road

",-,-,-,"
office to let on NGONG ROAD
",Kena Consult ltd,"
KSh 35,000
"
"
Commercial property for sale in Hurlingham
","

Argwing Kodhek road, Hurlingham, Dagoretti North

",-,-,-,"
Hotel for Sale
",Lyons Properties,"
KSh 675,000,000
"
"
3 bedroom townhouse for sale in Baraka/Nyayo
","

Nyayo Embakasi, Baraka/Nyayo, Embakasi

","
130 m²
","
3
","








2

","
House for Sale
",Red Knot  Properties Limited,"
KSh 14,000,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
1
","








2

","
For sale beautiful one bedroom apartment in Kil...
",Trisums Investments Company Ltd,"
KSh 11,000,000
"
"
Land for sale in Kahawa West
","

Kahawa West, Roysambu

",-,-,-,"
Plot for sale in Kahawa West
",Cura International,"
KSh 11,000,000
"
"
5 bedroom house for sale in Karen
","

Karen, Langata

",-,"
5
","








5

","
5 bedroom house for sale in Karen
",Newpoint Properties,"
KSh 115,000,000
"
"
2 bedroom apartment for sale in Waiyaki Way
","

Muhuri road, Waiyaki Way, Westlands

","
84 m²
","
2
","








2

","
2 bedroom apartment for sale waiyaki way
",Jabali Concepts Ltd,"
KSh 4,250,000
"
"
2000 m² land for sale in Karen
","

Karen, Langata

","
2000 m²
",-,-,"
1/2 acre residential Land for sale in Makoyeti...
",Crystal Valuers LTD,"
KSh 28,000,000
"
"
1012 m² commercial land for sale in Parklands
","

Parklands, Westlands

","
1012 m²
",-,-,"
Commercial House On 0.25 Acre Plot For Sale In...
",Coral Property International Ltd,"
KSh 90,000,000
"
"
3 bedroom house for sale in Savanna
","

Savanna, Embakasi

",-,"
3
",-,"
Three Bedroom Maisonette plus Sq - Embakasi
",PMC Estates Limited,"
KSh 15,000,000
"
"
4 bedroom townhouse for sale in Lavington
","

Lavington, Lavington, Dagoretti North

","
743 m²
","
4
","








6

","
4 Bedroom All En-suite Townhouses For Sale in L...
",Simkar Group Limited,"
KSh 90,000,000
"
"
Furnished 2 bedroom apartment for sale in Thika Road
","

Thika Road, Thika Road

",-,"
2
","








2

","
2 Bedroom Duplex Furnished Apartment For Sale i...
",Pam Golding Properties,"
KSh 20,000,000
"
"
3 bedroom house for sale in Kiambu Road
","

Eden Ville 1, Kiambu Road, Kiambu Road

",-,"
3
","








2

","
3 Br House For Sale Eden Ville Estate
",Apogee Realty Homes,"
KSh 25,000,000
"
"
6 bedroom townhouse for sale in Lavington
","

Lavington Near Jaffery's Club, Lavington, Dagoretti North

",-,"
6
","








6

","
6 bedroom townhouse,all ensuite Lavington near...
",Jusa Homes Limited,"
KSh 80,000,000
"
"
43056 ft² warehouse for sale in Industrial Area
","

Industrial Area, Embakasi

","
43056 ft²
",-,-,"
Plot With 4 Warehouses For Sale & To Let Off En...
",Coral Property International Ltd,"
KSh 220,000,000
"
"
5 bedroom townhouse for sale in Karen
","

Karen, Langata

","
500 m²
","
5
","








5

","
KAREN 5 BEDROOM VILLA +DSQ ON 0.5AC, price drop...
",Splendor Holdings,"
KSh 75,000,000
"
"
3 bedroom apartment for sale in Parklands
","

Parklands, Westlands

",-,"
3
",-,"
3 bedroom apartment for sale in Parklands (Keny...
",Pam Golding Properties,"
KSh 16,000,000
"
"
4 bedroom townhouse for sale in Kileleshwa
","

Mandera road, Mandera road, Kileleshwa, Dagoretti North

","
4200 ft²
","
4
","








5

","
3 Apartments and 4 bedroom penthouses for sale...
",THE GRAND RAVIX LIMITED,"
KSh 55,000,000
"
"
5 bedroom house for sale in Langata Area
","

Ngei, Langata Area, Langata

",-,"
5
","








4

","
5 BEDROOM BUNGALOW,1 BEDROOM MAISONETTES AND 1...
",Hanspace Limited,"
KSh 40,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
95 m²
","
2
","








2

","
2 Bedroom Apartment for Sale in Kileleshwa
",Ring Kenya Ltd,"
KSh 11,000,000
"
"
1 bedroom apartment for sale in Waiyaki Way
","

muhuri road, kinoo 87, Waiyaki Way, Westlands

",-,"
1
","








3

","
MODERN APARTMENTS AVAILABLE ALONG WAIYAKI WAY,K...
",Ivy Properties,"
KSh 3,750,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

 Kileleshwa, Dagoretti North

",-,"
2
","








2

","
KILELESHWA&#39;S ICONIC TOWERS-THE MARQUIS
",Olympia Gold Real Estate,"
KSh 18,400,000
"
"
Land for sale in Utawala
","

utawala, utawala, Utawala, Embakasi

",-,-,-,"
Quick sale in utawala
",Royal Properties,"
KSh 5,000,000
"
"
4 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








5

","
ASPIRE 43 CHALBI DRIVE - OLYMPIA GOLD REAL ESTA...
",Olympia Gold Real Estate,"
KSh 66,000,000
"
"
4800 m² residential land for sale in Thika Road
","

Thika Road, Thika Road

","
4800 m²
",-,-,"
THIKA ROAD PRIME PLOTS
",-,"
KSh 1,400,000
"
"
20235 m² residential land for sale in Karen
","

Ololua Ridge, Karen, Langata

","
20235 m²
",-,-,"
Prime 5 Acres Land In Karen
",Simkar Group Limited,"
KSh 350,000,000
"
"
6 bedroom house for sale in Lavington
","

Lavington, Dagoretti North

",-,"
6
","








5

","
6 Bedroom Townhouse For Sale & Rent In Lavingto...
",Coral Property International Ltd,"
KSh 82,000,000
"
"
3 bedroom house for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,"
3
",-,"
3 Bedroom Villa for Sale
",Pam Golding Properties,"
KSh 29,000,000
"
"
4 bedroom house for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

","
265 m²
","
4
","








5

","
4 All ensuite with SQ Mansion for sale in off k...
",Nairobi Property,"
KSh 45,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
2
","








2

","
STUNNING 2 BEDROOM CUSTOM APARTMENTS
",Olympia Gold Real Estate,"
KSh 16,500,000
"
"
3 bedroom house for sale in Riverside
","

Riverside, Riverside, Westlands

",-,"
3
","








3

","
RIVERSIDE, NEW EXECUTIVE 3 BEDROOM DUPLEX + D...
",Splendor Holdings,"
KSh 45,000,000
"
"
8.2 ac land for sale in Karen
","

Kerarapon Road Mwitu Drive, Mwitu, Karen, Langata

","
8 ac
",-,-,"
8.2 Acres in Kerarapon road mwitu Estates
",Second Exodus Realtors,"
KSh 480,000,000
"
"
4 bedroom townhouse for sale in Spring Valley
","

Spring Valley, Westlands

",-,"
4
","








5

","
ONE OF A KIND, MODERN AND ARTISTIC TOWNHOUSES U...
",MMM LUXURY ESTATES,"
KSh 100,000,000
"
"
5 bedroom house for sale in Garden Estate
","

Garden Estate, Garden Estate, Garden Estate, Roysambu

",-,"
5
","








6

","
GARDEN ESTATE, FIVE-BEDROOM HOUSE FOR SALE
",Mahalo Properties Limited,"
KSh 69,000,000
"
"
5 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
","








6

","
Italian Style Villa, Lavington for Sale
",HAMMOCK & PALMS AFRICA,"
KSh 100,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Hatheru Road, Telagen Gardens, Lavington, Dagoretti North

",-,"
3
",-,"
3 Bed Apartment For Sale In Lavington
",Coral Property International Ltd,"
KSh 17,500,000
"
"
5 bedroom townhouse for sale in Spring Valley
","

Spring Valley, Westlands

","
2023 m²
","
5
","








6

","
5BR House in Spring Valley for Sale
",Halifax Estate Agency,"
KSh 140,000,000
"
"
3 bedroom apartment for sale in Waiyaki Way
","

Waiyaki Way, Westlands

","
139 m²
","
3
","








2

","
3 Bedroom Modern Apartment For Sale along Waiya...
",Royalgen Estates,"
KSh 13,500,000
"
"
Residential land for sale in Karen
","

Langata road, Karen, Langata

",-,-,-,"
Two acres for sale bomas
",Pemukika Agency,"
KSh 110,000,000
"
"
4 bedroom villa for sale in Ngong Road
","

Ngong Road, Ngong Road

","
2649 m²
","
4
","








4

","
Luxurious 4 bedroom all ensuite plus DSQ for sa...
",Crystal Valuers LTD,"
KSh 21,000,000
"
"
1 bedroom apartment for sale in Thika Road
","

Thika Road, Thika Road

",-,"
1
","








1

","
MI VIDA MY HOME MY LIFE
",Olympia Gold Real Estate,"
KSh 6,900,000
"
"
1 bedroom apartment for sale in Ngong Road
","

Ngong Road, Ngong Road

","
55 m²
","
1
","








2

","
1 bedroom apartments for sale
",B. Nyariki Properties,"
KSh 6,000,000
"
"
4 bedroom house for sale in Langata Area
","

Langata Area, Langata

",-,"
4
","








2

","
Royal Park Estate Townhouse- Langata
",Tysons Limited,"
KSh 30,000,000
"
"
5 bedroom house for sale in Lavington
","

Amboseli Road, Lavington, Dagoretti North

",-,"
5
","








6

","
5 Bedroom Townhouse For Sale In Lavington
",Coral Property International Ltd,"
KSh 60,000,000
"
"
4 bedroom house for sale in Ridgeways
","

Ridgeways, Ridgeways

","
4088 m²
","
4
","








4

","
Height of Style – Garden Estate, Ridgeways
",Realty Plus,"
KSh 47,000,000
"
"
0.5 ac land for sale in Karen
","

Mokoyeti East Road, Karen, Langata

",-,-,-,"
Vacant Prime Plot on 0.5 Acres
",Leissure Homes Kenya,"
KSh 32,000,000
"
"
Studio apartment for sale in Ngong Road
","

Wanyee Road, Ngong Road, Ngong Road

","
200 ft²
","
0
","








1

","
Studio Apartment For Sale-Tsavo Skywalk, Wanyee...
",Crystal Valuers LTD,"
KSh 2,000,000
"
"
6 bedroom house for sale in Karen
","

Karen, Langata

","
1 ac
","
6
","








8

","
Magnificent home for sale in Karen with an ext...
",First Villas,"
KSh 140,000,000
"
"
5 bedroom townhouse for sale in Spring Valley
","

Spring Valley, Westlands

",-,"
5
","








6

","
4/5 Bedroom Modern Town House
",Origin Homes,"
KSh 85,000,000
"
"
9200 ft² warehouse for sale in Thika Road
","

Eastern Bypass, Thika Road, Thika Road

","
9200 ft²
",-,-,"
9200 ft² warehouse for sale in Thika Road
",Dunhill Consulting Limited,"
KSh 46,000,000
"
"
8094 m² land for sale in Pipeline
","

Pipeline Rd, Pipeline, Embakasi

","
8094 m²
",-,-,"
2 Acre farmland, Esaaya
",HassConsult,"
KSh 4,950,000
"
"
5 bedroom house for sale in Karen
","

Karen, Langata

","
2000 m²
","
5
",-,"
For sale: 5 bedroom house in a gated estate in...
",First Villas,"
KSh 100,000,000
"
"
4 bedroom house for sale in Karen
","

Fair acres, Karen, Langata

",-,"
4
","








3

","
4BR BUNGALOW FOR SALE IN KAREN
 ",Amuti Services Ltd,"
KSh 60,000,000
"
"
4 bedroom townhouse for sale in Kyuna
","

Kyuna, Westlands

",-,"
4
",-,"
4bedroom townhouse 3 storey on sale
",Canaan Properties,"
KSh 50,000,000
"
"
Residential land for sale in Karen
","

Karen, Langata

",-,-,-,"
ONE ACRE KCB KAREN AREA
",Karengata Property Managers,"
KSh 65,000,000
"
"
0.2 ha residential land for sale in Karen
","

Kerarapon Road, Mutero Ridge, Karen, Langata

",-,-,-,"
1/2 ACRE PLOTS ON MUTERO RIDGE KAREN
",Second Exodus Realtors,"
KSh 30,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Kileleshwa, Dagoretti North

","
105 m²
","
2
","








2

","
EXQUISITE 2BR APARTMENTS
",Balis Properties,"
KSh 8,500,000
"
"
5 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
","








6

","
5 bedroom plus dsq townhouse
",Azizi Realtors,"
KSh 65,000,000
"
"
4 bedroom townhouse for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
4
",-,"
4 Bedrooms Maisonette For sale Kilimani
",Naftal Properties,"
KSh 32,700,000
"
"
 0.5 ac land for sale in Karen
","

1, Miotoni road, Karen, Langata

",-,-,-,"
Land for sale in Miotoni,Karen
",-,"
KSh 55,000,000
"
"
4 bedroom townhouse for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,"
4
",-,"
4 Bedroom Townhouse for Sale in Kiambu
",HassConsult,"
KSh 29,500,000
"
"
Land for sale in Karen
","

Rhino Park, Karen, Langata

",-,-,-,"
5 Acre Land For Sale In Karen
",Royani Properties Limited,"
KSh 60,000,000
"
"
5 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
",-,"
5 BR Townhouse for Sale
",Halifax Estate Agency,"
KSh 65,000,000
"
