property_title,property_location,property_area,property_bedrooms,property_bathrooms,property_description,property_agent,property_price
"
2023.43 m² residential land for sale in Lavington
","

Njumbi Rd, Lavington, Dagoretti North

","
2023 m²
",-,-,"
0.5 ACRES FOR SALE IN LAVINGTON NAIROBI
",Sky Limits Ventures,"
KSh 95,000,000
"
"
Land for sale in Thika Road
","

Thika Road, Thika Road

",-,-,-,"
Vacant land for sale in Thika Road (Kenya) - 3K...
",Pam Golding Properties,"
KSh 70,000,000
"
"
 1 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
80 m²
","
1
","








1

","
HOT SALE!!!1 BEDROOM EXECUTIVE APARTMENT (MAST...
",Splendor Holdings,"
KSh 9,000,000
"
"
0.66 ac residential land for sale in Runda
","

Runda, Westlands

",-,-,-,"
Prime residential land
",Taji Suburbs Ltd,"
KSh 50,000,000
"
"
1 bedroom apartment for sale in Karen
","

Karen, Langata

",-,"
1
",-,"
1-Bedroom apartment in Karen
",Jusa Homes Limited,"
KSh 5,995,000
"
"
Furnished 5 bedroom apartment for sale in Lower Kabete
","

Lower Kabete, Westlands

",-,"
5
",-,"
5 Bed Triplex Apartment
",Citiscape Valuers & Estate Agents Ltd,"
KSh 29,500,000
"
"
3 bedroom apartment for sale in General Mathenge
","

General Mathenge, General Mathenge, Westlands

","
160 m²
","
3
","








2

","
3 Bedroom Apartment For Sale in General Matheng...
",Royalgen Estates,"
KSh 19,000,000
"
"
4 bedroom apartment for sale in Riverside
","

Riverside, Westlands

","
3500 ft²
","
4
","








4

","
4 BEDROOM ALL EN-SUITE DUPLEXES WITH FAMILY ROO...
",Wilnas Property Ltd,"
KSh 55,000,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Kileleshwa, Dagoretti North

","
850 ft²
","
1
","








2

","
LIMITED OFFER - MODERN 1BEDROOM APARTMENT
",Balis Properties,"
KSh 7,500,000
"
"
4 bedroom house for sale in Nyari
","

Nyari Estate, Nyari, Westlands

","
325 m²
","
4
","








3

","
Distinguished 4 Bedroom House For Sale Nyari Es...
",Coral Property International Ltd,"
KSh 120,000,000
"
"
5 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
","








5

","
📍LAVINGTON✨5BEDROOM VILLA FOR SALE..Price shs 8...
",Badilisha Properties,"
KSh 83,000,000
"
"
0.74 ac land for sale in Lavington
","

Manyani East Road, Lavington, Dagoretti North

",-,-,-,"
Prime Redevelopment Property for Sale
",Knight Frank Kenya,"
KSh 130,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
",-,"
2 BED KILIMANI APARTMENT
",Splendour Real Estate,"
KSh 22,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
100 m²
","
2
","








2

","
2 BEDROOM APARTMENTS FOR SALE IN KILIMANI AND...
",Splendor Holdings,"
KSh 8,000,000
"
"
Studio apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
40 m²
","
0
","








1

","
a studio bedroom for sale in kilimani
",Kenya Classic Homes,"
KSh 3,500,000
"
"
Commercial property for sale in South B
","

South B, Langata

",-,-,-,"
PRIME 0.8 COMMERCIAL PROPERTY FOR SALE
",Lighthouse Homes Limited,"
KSh 350,000,000
"
"
1 bedroom apartment for sale in Karen
","

Kikuyu road, Karen, Langata

","
97 m²
","
1
","








1

","
1bed Apartment for sale
",Property Point Urban Kenya,"
KSh 6,500,000
"
"
5 bedroom townhouse for sale in Spring Valley
","

Spring Valley, Westlands

",-,"
5
","








6

","
4/5 Bedroom Modern Town House
",Origin Homes,"
KSh 85,000,000
"
"
1 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
50 m²
","
1
","








1

","
spacious studios for sale in kilimani
",Kenya Classic Homes,"
KSh 4,000,000
"
"
5 bedroom house for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
","








6

","
5BEDROOM ALL ENSUITE MASSIONATE WITH SQ ,LAVING...
",Tiki Properties,"
KSh 63,000,000
"
"
2 bedroom apartment for sale in Riruta
","

Naivasha Road, Riruta, Dagoretti South

",-,"
2
","








2

","
2 &3 BEDROOM APARTMENTS FOR SALE-NAIVASHA ROAD-...
",Azizi Realtors,"
KSh 6,500,000
"
"
Office for sale in Industrial Area
","

Industrial Area, Embakasi

",-,-,-,"
INDUSTRIAL AREA: COMMERCIAL PREMISES FOR SALE
",Jubilee Real Estate,"
KSh 425,000,000
"
"
3 bedroom apartment for sale in Westlands Area
 ","

General Mathenge, Westlands Area, Westlands

",-,"
3
",-,"
GREENVILLE GARDENS –GENERAL MATHENGE
",Primofort Investment,"
KSh 16,500,000
"
"
0.5 ac residential land for sale in Runda
","

Runda, Westlands

",-,-,-,"
Prime residential land for sale
",Taji Suburbs Ltd,"
KSh 30,000,000
"
"
0.9 ac land for sale in Lavington
","

James Gichuru Road, James Gichuru Road, Lavington, Dagoretti North

",-,-,-,"
0.9 Acres prime property for sale at Lavington
",THE GRAND RAVIX LIMITED,"
KSh 160,000,000
"
"
1 ac land for sale in Karen
","

Karen, Langata

","
1 ac
",-,-,"
1 acre for sale in Karen
",Newpoint Properties,"
KSh 55,000,000
"
"
Residential land for sale in Lavington
","

Kingara road, Kingara road, Lavington, Dagoretti North

",-,-,-,"
3 bedroom apartment for sale in LAVINGTON 12.5m
",Aqua Property Solutions,"
KSh 12,500,000
"
"
2 bedroom apartment for sale in Thika Road
","

Thika Road, Thika Road

",-,"
2
","








2

","
2 bedroom apartment for sale in Nairobi (Kenya)...
",Pam Golding Properties,"
KSh 16,500,000
"
"
0.125 ac residential land for sale in Ruai
","

Mwalimu farm, Access road, Ruai, Kasarani

",-,-,-,"
50X100 plots in Ruai for sale. New tarmack roa...
",First Villas,"
KSh 700,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Kilimani, Dagoretti North

",-,"
2
",-,"
2BR NEW APARTMENTS FOR SALE IN KILIMANI OFF NGO...
",Amuti Services Ltd,"
KSh 7,300,000
"
"
1 ac residential land for sale in Karen
","

Westwood, Karen, Langata
 
","
1 ac
",-,-,"
AN ACRE PLOT IN WESTWOOD KAREN
",Second Exodus Realtors,"
KSh 65,000,000
"
"
Furnished 3 bedroom apartment for sale in Kilimani
","

Agwings Kodhek Road, Kilimani, Dagoretti North

","
250 m²
","
3
","








5

","
THREE BEDROOMS MODERN APARTMENT
",Calmillers Holding Ltd,"
KSh 32,000,000
 "
"
0.071 ha commercial land for sale in Uthiru/Ruthimitu
","

Uthiru Town, Uthiru Town, Uthiru/Ruthimitu, Dagoretti South

",-,-,-,"
Prime Commercial Plot For Sale In Uthiru Shoppi...
",Pro-Property Solutions Ltd,"
KSh 16,000,000
"
"
4 bedroom apartment for sale in General Mathenge
","

General Mathenge, Westlands

","
3200 ft²
","
4
","








4

","
4 Bedroom Apartment + Dsq
",Dayfield Agencies,"
KSh 28,000,000
"
"
Land for sale in Kilimani
","

Kilimani, Dagoretti North

",-,-,-,"
PLOT FOR SALE
",Halifax Estate Agency,"
KSh 210,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kangundo rd, Kileleshwa, Dagoretti North

","
85 m²
","
2
","








2

","
Idyllic 2 BR (Master Ensuite) from 7.2 M
",Prima Properties Ke,"
KSh 7,200,000
"
"
5 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
","








6

","
NEW & LAVISH 5 BEDROOM TOWNHOUSE ALL ENSUITE IN...
",A1 Properties Ltd,"
KSh 80,000,000
"
"
5 bedroom house for sale in Karen
","

Karen, Langata

",-,"
5
","








6

","
5 Bedroom Classic and Contemporary Villa for Sa...
",Trisums Investments Company Ltd,"
KSh 57,000,000
"
"
3 bedroom apartment for sale in Nyari
","

Enaki Town, Nyari, Westlands

",-,"
3
","








4

","
3 Bedroom Apartment
",HassConsult,"
KSh 26,100,000
"
"
2 bedroom apartment for sale in Kiambu Road
","

Fourways Junction Estate, Kiambu Road, Kiambu Road

","
80 m²
","
2
","








2

","
2Br Apart For Sale in Fourways Junction Estate
",Apogee Realty Homes,"
KSh 8,300,000
"
"
4 bedroom apartment for sale in Kilimani
","

Kilungu road, Kilimani, Dagoretti North

","
218 m²
","
4
","








5

","
SPACIOUS 4 BEDROOM ALL ENSUITE FOR SALE IN KILI...
",Abode Realty,"
KSh 17,000,000
"
"
2 bedroom apartment for sale in Mombasa Road
","

Beijing Rd, Mombasa Road, Mombasa Road

",-,"
2
","








2

","
2 Bedroom Apartment For Sale Along Mombasa Road...
",Jayhenrys Holdings Limited,"
KSh 4,500,000
"
"
2 bedroom apartment for sale in Uthiru/Ruthimitu
","

Fourpoints Apartments, Uthiru/Ruthimitu, Dagoretti South

","
94 m²
","
2
","








2

","
modern 2 bedroom apartments for sale in Uthiru...
",Crystal Valuers LTD,"
KSh 7,500,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kamirembe Place, Kilimani, Dagoretti North

","
12 m²
","
2
","








2

","
Kamirembe Place-2 &3 Bedroom Apartments plus DS...
",Crystal Valuers LTD,"
KSh 12,500,000
"
"
4 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Kileleshwa, Dagoretti North

","
265 m²
","
4
","








5

","
LUXE 4BR & 5BR ALL ENSUITE PLUS DSQ
",Balis Properties,"
KSh 24,000,000
"
"
2 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

","
140 m²
","
2
","








2

","
spacious 3 bedroom apartment for sale in laving...
",Kenya Classic Homes,"
KSh 12,000,000
"
"
1 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

","
83 m²
","
1
","








1

","
LUXURIOUS HOTEL APARTMENT- 1.5 BEDROOM APARTMEN...
",A1 Properties Ltd,"
KSh 14,400,000
"
"
2 bedroom apartment for sale in Hurlingham
","

Hurlingham, Dagoretti North

","
90 m²
","
2
","








2

","
Apartments for Sale in Hurlingham
",Signature Africa,"
KSh 8,500,000
"
"
3 bedroom townhouse for sale in Mombasa Road
","

south c, Mombasa Road, Mombasa Road

",-,"
3
","








3
 
","
Elegant Court
",Real Management Services(2002) Limited,"
KSh 35,000,000
"
"
Land for sale in Lavington
","

Lavington, Dagoretti North

",-,-,-,"
MUTHANGARI: PRIME HALF ACRE FOR SALE
",Jubilee Real Estate,"
KSh 140,000,000
"
"
2000 m² land for sale in Runda
","

Soraya Close, Runda, Westlands

","
2000 m²
",-,-,"
0.5 acres vacant land for sale in Runda (Kenya)
",Pam Golding Properties,"
KSh 36,000,000
"
"
1 bedroom apartment for sale in Ngong Road
","

Ngong Road, Ngong Road

",-,"
1
",-,"
1bedroom apartment on sale on Ngong road
",Canaan Properties,"
KSh 6,000,000
"
"
0.25 ac commercial land for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

",-,-,-,"
Industrial plot 1/4 Acres for sale Mombasa road
",Standard Shelters Limited,"
KSh 20,000,000
"
"
10200 ft² warehouse for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

","
10200 ft²
",-,-,"
10200 ft² warehouse for sale in Mombasa Road
",Dunhill Consulting Limited,"
KSh 52,000,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Gatundu Crescent Rd, Kileleshwa, Dagoretti North

",-,"
1
","








1

","
1 bedroom apartment for sale in Kileleshwa - 3K...
",Pam Golding Properties,"
KSh 9,200,000
"
"
Office for sale in Industrial Area
","

Industrial Area, Embakasi

",-,-,-,"
Position Perfect, Affordable Office Space For R...
",Pinnacle Valuers,"
KSh 420,000,000
"
"
3 bedroom house for sale in Ngong Road
","

Kabarnet Road, Behind National oil/Ngong Hills Hotel, Ngong Road, Ngong Road

",-,"
3
","








2

","
3 bedroom Maisonette for sale
",Regent Management Ltd,"
KSh 40,000,000
"
"
4 bedroom townhouse for sale in Westlands Area
","

1015e, Brookeside Drive, Westlands, Westlands Area, Westlands

","
3500 ft²
","
4
","








4

","
Exclusive four bedroom townhouse within Brookes...
",Ace Realtors Limited,"
KSh 53,000,000
"
"
3 bedroom apartment for sale in Rhapta Road
","

Rhapta Road, Westlands

",-,"
3
","








4

","
Three Bedroom Apartment for Sale - Rhapta Road
",Jakharris Africa Ltd,"
KSh 26,500,000
"
"
0.5 ac land for sale in Karen
","

KAREN ROAD, KAREN PLAINS, Karen, Langata

",-,-,-,"
0.5 acre piece of Land for sale in Karen Plains
",Azizi Realtors,"
KSh 45,000,000
"
"
Studio apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
35 m²
","
0
","








1

","
Affordable. Studios, one & two beds.
",Round The Clock Homes,"
KSh 3,000,000
"
"
5 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
",-,"
Lavington, Mahiga Mairu Avenue, Townhouse – FOR...
",FAPCL Group,"
KSh 60,000,000
"
"
Furnished 3 bedroom apartment for sale in Garden Estate
","

Thika Road, Garden Estate, Roysambu

",-,"
3
","








3

","
3 Bedroom Luxury Duplex In Garden City Mall
",Simkar Group Limited,"
KSh 35,000,000
"
"
1 bedroom apartment for sale in Nyari
","

Enaki Town, Nyari, Westlands

",-,"
1
","








1

","
1 Bedroom Apartment
",HassConsult,"
KSh 11,400,000
"
"
Land for sale in Kitisuru
","

Kitisuru, Westlands

",-,-,-,"
KITISURU:PRIME 10ACRES FOR SALE
",Jubilee Real Estate,"
KSh 110,000,000
"
"
4 bedroom house for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

","
286 m²
","
4
","








4

","
Kiambu Road Villas
",Tysons Limited,"
KSh 40,750,000
"
"
3 bedroom apartment for sale in General Mathenge
","

General Mathenge, General Mathenge, Westlands

",-,"
3
","








4

","
3 Bedroom Apartments For Sale on General Mathen...
",Sky Limits Ventures,"
KSh 30,500,000
"
"
Furnished 1 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
40 m²
","
1
","








1

","
ONE BEDROOM FOR SALE 5M
",Round The Clock Homes,"
KSh 5,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

kilimani, kilimani, Kilimani, Dagoretti North

","
70 m²
","
2
","








2

","
2 bedroom for sale
",Round The Clock Homes,"
KSh 6,500,000
"
"
4 bedroom apartment for sale in Lavington
","

gitanfga road, Lavington, Dagoretti North

",-,"
4
","








5

","
4 bedroom with SQ depluxe for sale in lavington...
",Nairobi Property,"
KSh 34,000,000
"
"
1 bedroom apartment for sale in Kilimani
","

Dennis Pritt, Kilimani, Dagoretti North

",-,"
1
","








1

","
Denis Gardens by Ever Forgarden Company Limited...
",Ever Forgarden Company Limited,"
KSh 4,500,000
"
"
4 bedroom townhouse for sale in Kileleshwa
","

Kirichwa Creek, Kileleshwa, Dagoretti North

",-,"
4
","








3

","
House for sale
",Knight Frank Kenya,"
KSh 58,000,000
"
"
3 bedroom apartment for sale in Runda
","

Runda, Westlands

",-,"
3
","








3

","
,3 Bedroomed apartment for sale in Runda
",Azizi Realtors,"
KSh 9,600,000
"
"
Studio apartment for sale in Kasarani Area
","

Kasarani Area, Kasarani

","
20 m²
","
0
","








1

","
STUDIO, 1, 2 BEDROOM MODERN AFFORDABLE APARTMEN...
",Antel Ltd,"
KSh 2,200,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
3
","








3

","
Modern 3 Bedroom Apartment for Sale in Riversid...
",Eden Heights Realty,"
KSh 40,000,000
"
"
Furnished 1 bedroom apartment for sale in Upper Hill
","

4th Ngong Avenue, Bishops Road, Upper Hill, Langata

","
51 m²
","
1
","








2

","
Luxury 1 Bedroom Apartment For Sale in Upperhil...
",Olympia Gold Real Estate,"
KSh 19,200,000
"
"
2023 m² commercial land for sale in Ngong Road
","

Muchai Drive, Ngong Road, Ngong Road

","
2023 m²
",-,-,"
0.5 Acres Prime Plot located Off Ngong Road
",Simkar Group Limited,"
KSh 275,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
230 m²
","
3
","








4

","
Exquisite & Lovely 3 bedroom all ensuite apartm...
",A1 Properties Ltd,"
KSh 28,000,000
"
"
4 bedroom house for sale in Lavington
","

Chalbi drive, Lavington, Dagoretti North

",-,"
4
","








2

","
Residential house for sale in Lavington Area
",Crystal Valuers LTD,"
KSh 170,000,000
"
"
0.9 ac land for sale in Kilimani
","

Kilimani, Dagoretti North

",-,-,-,"
PRIME 0.9 ACRES OFF MARCUS GARVEY ROAD NEAR YAY...
",A1 Properties Ltd,"
KSh 400,000,000
"
"
3 bedroom apartment for sale in Brookside
","

Brookside, Westlands

",-,"
3
",-,"
Volaire
",HassConsult,"
KSh 18,755,000
"
"
Residential land for sale in Nairobi West
","

Nairobi West, Langata

",-,-,-,"
Redevelopment
",Halifax Estate Agency,"
KSh 100,000,000
"
"
4 bedroom apartment for sale in General Mathenge
","

General Mathenge, General Mathenge, Westlands

",-,"
4
","








5

","
4 Bedroom duplex apartment For Sale in General...
",Sky Limits Ventures,"
KSh 52,000,000
"
"
Land for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

",-,-,-,"
Konza Plot for Sale
",-,"
KSh 880,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
156 m²
","
3
","








3

","
 3 bedrooms apartment+ dsq for sale in Kilimani
",Kenya Classic Homes,"
KSh 15,300,000
"
"
3 bedroom apartment for sale in Lavington
","

Nairobi, Lavington, Dagoretti North

",-,"
3
","








3

","
Furnished 3 Bedroom Apartments And 4 Bedroom Du...
",Coral Property International Ltd,"
KSh 30,000,000
"
"
5 bedroom apartment for sale in Parklands
","

Parklands, Westlands

",-,"
5
","








4

","
MODERN FIVE BEDROOM DUPLEX APARTMENTS IN PARKLA...
",Allionè Real Estate,"
KSh 23,000,000
"
"
4 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








4

","
ULTRA MODERN DUPLEXES IN LAVINGTON
",Olympia Gold Real Estate,"
KSh 37,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kirichwa Place, Kilimani, Dagoretti North

","
109 m²
","
2
","








2

","
Kirichwa Place 2-and 3-bedroom apartments (all...
",Crystal Valuers LTD,"
KSh 11,000,000
"
"
2024 m² residential land for sale in North Muthaiga
","

Muthaiga North, North Muthaiga, Muthaiga

","
2024 m²
",-,-,"
0.5 Acre Prime Plot For Sale in Muthaiga North
",Simkar Group Limited,"
KSh 50,000,000
"
"
506 m² residential land for sale in Imara Daima
","

Imara Daima, Embakasi

","
506 m²
",-,-,"
Imara Daima Plot
",Tysons Limited,"
KSh 20,000,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
1
","








1

","
Brand New 1 & 2 bedroom apartment for sale in k...
",Wilnas Property Ltd,"
KSh 7,500,000
"
"
3 bedroom apartment for sale in Rhapta Road
","

Rhapta Road, Westlands

",-,"
3
",-,"
WESTLANDS 3 BED APARTMENT
",Splendour Real Estate,"
KSh 22,000,000
"
"
3 bedroom apartment for sale in Ngong Road
","

Woodley Springs Apartments, Ngong Road, Ngong Road

","
14 m²
","
3
","








3

","
WOODLEY SPRINGS-OFF NGONG ROAD 3 BEDROOMS
",Crystal Valuers LTD,"
KSh 14,000,000
"
"
4 bedroom apartment for sale in Lavington
","

Hatheru road, Lavington, Dagoretti North

","
245 m²
","
4
","








5

","
Elegant 4 Bedrooms with Dsq Apartment for sale
",Abode Realty,"
KSh 22,000,000
"
"
Commercial land for sale in Njiru
","

Eastern Bypass, Eastern Bypass, Njiru, Kasarani

",-,-,-,"
1.5 Acres Commercial Land Near Eastern Bypass I...
",Countywise Enterprises,"
KSh 40,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
100 m²
","
2
","








2

","
NEW 2 BEDROOM APARTMENT FOR SALE IN KILIMANI 8....
",Splendor Holdings,"
KSh 8,500,000
"
"
5 bedroom townhouse for sale in Brookside
","

Brookside, Westlands

",-,"
5
","








4

","
5 Bedroom House For sale in Westlands,Nairobi
",Ring Kenya Ltd,"
KSh 48,000,000
"
"
3 bedroom apartment for sale in Ngong Road
","

Ngong Road, Ngong Road

",-,"
3
","








2

","
Kingston Residence Apartments
",Tysons Limited,"
KSh 14,950,000
"
"
0.5 ac residential land for sale in Runda
","

Runda Mumwe, Runda, Westlands

",-,-,-,"
Prime 1/2 Acre plot for sale in Runda
",BuyRent Shelters,"
KSh 30,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
2
",-,"
2, 3 & 4 Bedroom Apartments For Sale In Kileles...
",Coral Property International Ltd,"
KSh 18,100,000
"
"
3 bedroom apartment for sale in Karen
","

Karen, Langata

",-,"
3
","








4

","
Beach Front apartments for sale 1,2,3 & 4 Bedro...
",Joslink Property Group,"
KSh 7,500,000
"
"
4 bedroom apartment for sale in General Mathenge
","

General Mathenge, General Mathenge, Westlands

","
3500 ft²
","
4
","








4

","
4 Bedroom Exclusive Duplexes For in General Mat...
",Royalgen Estates,"
KSh 43,000,000
"
"
0.4013 ac land for sale in Westlands Area
","

Westlands Area, Westlands

",-,-,-,"
Land for Sale in Westlands (Redevelopment Site)
",Tysons Limited,"
KSh 330,000,000
"
"
4 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








3

","
4 Bedroom Penthouse at Lavington - Nairobi
",Afrique Properties Limited,"
KSh 30,000,000
"
"
0.257 ac warehouse for sale in Embakasi Estate
","

Nairobi, Airport North Road, Embakasi Estate, Embakasi

",-,-,-,"
Warehouses + Offices For Sale Off Airport North...
",Coral Property International Ltd,"
KSh 120,000,000
"
"
Furnished 3 bedroom apartment for sale in Parklands
","

Parklands, Westlands

","
400 m²
","
3
",-,"
Spacious 3 Bedrooms apartment for rent
",Kenya Classic Homes,"
KSh 24,000,000
"
"
5 bedroom house for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,"
5
","








6

","
Beautiful villas 5 bedroom all ensuite on half...
",Royal Properties Market Limited,"
KSh 67,000,000
"
"
4 bedroom house for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








5

","
Lavington 4 bedroom mansion for sale
",-,"
KSh 100,000,000
"
"
4 bedroom townhouse for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
4
","








3

","
4 bedroom house for sale in Kileleshwa - 3KE154...
",Pam Golding Properties,"
KSh 34,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Near uganda embassy, Riverside, Westlands

",-,"
3
","








4
 
","
3 bedroom all ensuite apartment for sale along...
",Villawatch Limited,"
KSh 16,500,000
"
"
3 bedroom apartment for sale in Lavington
","

Lavington, Lavington, Dagoretti North

","
124 m²
","
3
","








2

","
CONTEMPORARY 3BEDROOM APARTMENT
",Balis Properties,"
 KSh 12,500,000
"
"
2 bedroom apartment for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

",-,"
2
","








2

","
2bedroom apartment for sale in Mombasa
",Canaan Properties,"
KSh 5,600,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Kileleshwa, Dagoretti North

","
205 m²
","
3
","








4

","
3BR ALL ENSUITE PLUS DSQ
 ",Balis Properties,"
KSh 18,900,000
"
"
3 bedroom apartment for sale in Thika Road
","

Thika road, Thika Road, Thika Road

",-,"
3
","








2

","
3 bedroom apartment for sale in Thika Road
",Azizi Realtors,"
KSh 9,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
","








4

","
PANORAMIC 3 Bed APARTMENT, KILIMANI
",Citiscape Valuers & Estate Agents Ltd,"
KSh 12,700,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Kileleshwa, Dagoretti North

","
100 m²
","
2
","








2

","
2BR MASTER ENSUITE
",Balis Properties,"
KSh 8,500,000
"
"
3 bedroom apartment for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

",-,"
3
",-,"
3bedroom plus DSQ for for sale in Mombasa road!...
",Canaan Properties,"
KSh 9,200,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
3
","








4

","
3 and 4 Bedroom Duplex Apartments
",Azizi Realtors,"
KSh 45,000,000
"
"
Residential land for sale in Kiambu Road
","

Mushroom Garden Road, Kiambu Road, Kiambu Road

",-,-,-,"
0.5-Acre Plots For Sale in Mushroom Gardens Est...
",Simkar Group Limited,"
KSh 26,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
137 m²
","
2
","








2

","
Award winning luxury apartments - Olympia Gold...
",Olympia Gold Real Estate,"
KSh 23,500,000
"
"
3 bedroom apartment for sale in Brookside
","

Brookside, Westlands

","
205 m²
","
3
","








3

","
3 BEDROOM EXECUTIVE APARTMENT + DSQ FOR SALE (...
",Splendor Holdings,"
KSh 26,500,000
"
"
3 bedroom apartment for sale in Loresho
","

Bridgeview Park Apartments, Loresho, Westlands

","
129 m²
","
3
","








2

","
3 bedrooms apartments off Waiyaki way, Loresh...
",Crystal Valuers LTD,"
KSh 11,200,000
"
"
6 bedroom townhouse for sale in Karen
","

Karen, Karen, Langata

",-,"
6
","








7

","
6 Bedroom House
",Links Properties,"
KSh 160,000,000
"
"
0.12 ac residential land for sale in Langata Area
","

Langata, Langata, Langata Area, Langata

",-,-,-,"
Residential plot in a developed gated estate
",First Villas,"
KSh 10,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
3
","








3

","
LUXURIOUS 3&4 bedroom apartment with dsq.
",Wilnas Property Ltd,"
KSh 16,500,000
"
"
4 bedroom townhouse for sale in Lavington
","

Chalbi Drive, Lavington, Dagoretti North

",-,"
4
","








5

","
Townhouse to let.
",Azizi Realtors,"
KSh 36,000,000
"
"
2 bedroom apartment for sale in Nairobi West
","

Nairobi West, Langata

",-,"
2
","








1

","
2 bedroom apartment for sale -HIGHRISE MBAGATHI...
",Regent Management Ltd,"
KSh 3,800,000
"
"
4 bedroom apartment for sale in General Mathenge
","

General Mathenge, Westlands

","
500 m²
","
 4
","








4

","
Oyster Pearl Residence
",Real Management Services(2002) Limited,"
KSh 48,000,000
"
"
4 bedroom villa for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

","
230 m²
","
4
","








4

","
Spacious 4 bedrooms villa for sale on kiambu ro...
",Kenya Classic Homes,"
KSh 30,000,000
"
"
Residential land for sale in Karen
","

karen plains, Karen, Langata

",-,-,-,"
Half Acre On Sale
",Links Properties,"
KSh 35,000,000
"
"
4 bedroom apartment for sale in Lavington
","

Othaya road, Lavington, Dagoretti North

","
245 m²
","
4
","








 5

","
4 bedrooms all ensuite plus DSQ for sale in lav...
",Abode Realty,"
KSh 25,000,000
"
"
1000 m² residential land for sale in Waiyaki Way
","

Waiyaki Way, Westlands

","
1000 m²
",-,-,"
Residential 1/4 Acre Plot For Sale In A Gated C...
",Pro-Property Solutions Ltd,"
KSh 15,000,000
"
"
4 bedroom townhouse for sale in Garden Estate
","

Garden Estate, Roysambu

",-,"
4
","








5
 
","
Modern Villas In Garden Estate
",Jakharris Africa Ltd,"
KSh 46,500,000
"
"
3 bedroom apartment for sale in Waiyaki Way
","

Waiyaki Way, Westlands

",-,"
3
",-,"
Luxurious 3 Bedroom Apartments available for Sa...
",THE GRAND RAVIX LIMITED,"
KSh 12,000,000
"
"
1 bedroom apartment for sale in Runda
","

Runda, Westlands

",-,"
1
","








1

","
Affordable Housing in a Great Location!
",HAMMOCK & PALMS AFRICA,"
KSh 4,900,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
3
","








4

","
CHARMING 3 BEDROOM APARTMENT IN RIVERSIDE WITH...
",A1 Properties Ltd,"
KSh 20,000,000
"
